Recall;Precision
0.0;1.0
0.1;1.0
0.2;1.0
0.30000000000000004;1.0
0.4;1.0
0.5;1.0
0.6000000000000001;0.38095238095238093
0.7000000000000001;0.27586206896551724
0.8;0.0
0.9;0.0
1.0;0.0
