Recall;Precision
0.0;1.0
0.1;0.75
0.2;0.75
0.30000000000000004;0.75
0.4;0.75
0.5;0.75
0.6000000000000001;0.42105263157894735
0.7000000000000001;0.3448275862068966
0.8;0.0
0.9;0.0
1.0;0.0
